,Submission ID,Respondent ID,Submitted at,What is your age?,What is your ZIP code?,How many cups of coffee do you typically drink per day?,Where do you typically drink coffee?,Where do you typically drink coffee? (At home),Where do you typically drink coffee? (At the office),Where do you typically drink coffee? (On the go),Where do you typically drink coffee? (At a cafe),Where do you typically drink coffee? (None of these),How do you brew coffee at home?,How do you brew coffee at home? (Pour over),How do you brew coffee at home? (French press),How do you brew coffee at home? (Espresso),How do you brew coffee at home? (Coffee brewing machine (e.g. Mr. Coffee)),How do you brew coffee at home? (Pod/capsule machine (e.g. Keurig/Nespresso)),How do you brew coffee at home? (Instant coffee),How do you brew coffee at home? (Bean-to-cup machine),How do you brew coffee at home? (Cold brew),How do you brew coffee at home? (Coffee extract (e.g. Cometeer)),How do you brew coffee at home? (Other),How else do you brew coffee at home?,"On the go, where do you typically purchase coffee?","On the go, where do you typically purchase coffee? (National chain (e.g. Starbucks, Dunkin))","On the go, where do you typically purchase coffee? (Local cafe)","On the go, where do you typically purchase coffee? (Drive-thru)","On the go, where do you typically purchase coffee? (Specialty coffee shop)","On the go, where do you typically purchase coffee? (Deli or supermarket)","On the go, where do you typically purchase coffee? (Other)",Where else do you purchase coffee?,What is your favorite coffee drink?,Please specify what your favorite coffee drink is,Do you usually add anything to your coffee?,Do you usually add anything to your coffee? (No - just black),"Do you usually add anything to your coffee? (Milk, dairy alternative, or coffee creamer)",Do you usually add anything to your coffee? (Sugar or sweetener),Do you usually add anything to your coffee? (Flavor syrup),Do you usually add anything to your coffee? (Other),What else do you add to your coffee?,What kind of dairy do you add?,What kind of dairy do you add? (Whole milk),What kind of dairy do you add? (Skim milk),What kind of dairy do you add? (Half and half),What kind of dairy do you add? (Coffee creamer),What kind of dairy do you add? (Flavored coffee creamer),What kind of dairy do you add? (Oat milk),What kind of dairy do you add? (Almond milk),What kind of dairy do you add? (Soy milk),What kind of dairy do you add? (Other),What kind of sugar or sweetener do you add?,What kind of sugar or sweetener do you add? (Granulated Sugar),"What kind of sugar or sweetener do you add? (Artificial Sweeteners (e.g., Splenda))",What kind of sugar or sweetener do you add? (Honey),What kind of sugar or sweetener do you add? (Maple Syrup),What kind of sugar or sweetener do you add? (Stevia),What kind of sugar or sweetener do you add? (Agave Nectar),What kind of sugar or sweetener do you add? (Brown Sugar),What kind of sugar or sweetener do you add? (Raw Sugar (Turbinado)),What kind of flavorings do you add?,What kind of flavorings do you add? (Vanilla Syrup),What kind of flavorings do you add? (Caramel Syrup),What kind of flavorings do you add? (Hazelnut Syrup),What kind of flavorings do you add? (Cinnamon (Ground or Stick)),What kind of flavorings do you add? (Peppermint Syrup),What kind of flavorings do you add? (Other),What other flavoring do you use?,"Before today's tasting, which of the following best described what kind of coffee you like?",How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,"Lastly, how would you rate your own coffee expertise?",Coffee A - Bitterness,Coffee A - Acidity,Coffee A - Personal Preference,Coffee A - Notes,Coffee B - Bitterness,Coffee B - Acidity,Coffee B - Personal Preference,Coffee B - Notes,Coffee C - Bitterness,Coffee C - Acidity,Coffee C - Personal Preference,Coffee C - Notes,Coffee D - Bitterness,Coffee D - Acidity,Coffee D - Personal Preference,Coffee D - Notes,"Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?","Lastly, what was your favorite overall coffee?",Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Why do you drink coffee?,Why do you drink coffee? (It tastes good),Why do you drink coffee? (I need the caffeine),Why do you drink coffee? (I need the ritual),Why do you drink coffee? (It makes me go to the bathroom),Why do you drink coffee? (Other),Other reason for drinking coffee,Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,Gender,Gender (please specify),Marital Status,Household Income,Education Level,Ethnicity/Race,Ethnicity/Race (please specify),Employment Status,Number of Children,Political Affiliation
1968,zkq92a,mevjk8,10/21/23 18:42,>65 years old,2015-,2,at home,,,,,,"pour over, french press, espresso, pod/capsule machine (e.g. keurig/nespresso)",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,espresso,no answer,"no - just black, milk, dairy alternative, or coffee creamer",,,,,,no answer,"half and half, whole milk",,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,full bodied,somewhat strong,medium,full caffeine,,,,,"sweet, honey, berry",,,,"chocolate, nutty, spicey, herbal",,,,"floral, jasmin, earthy, full body",,no answer,,"unique, floral, hibiscus, fruity, for spécial days but not everyday consumptions. ",coffee a,coffee a,coffee a,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer
1969,42n6zo,974jqe,10/21/23 18:43,45-54 years old,98012,2,at home,,,,,,espresso,,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,cappuccino,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,somewhat strong,medium,full caffeine,,,,,"slightly odd tasting, sweet, liked it more as it cooled",,,,"smokey, burnt, boring.",,,,"tangy, different but good. the more i drank the more i liked it",,,,"fruity, strawberry, natural washed",coffee c,coffee d,coffee d,i primarily work from home,$60-$80,it tastes good,,,,,,no answer,yes,yes,$6-$8,$6-$8,no,"more than $1,000",yes,male,no answer,single,"$100,000 - $149,999",bachelor's degree,white/caucasian,no answer,employed full-time,none,democrat
1970,1r2erg,a2zdme,10/21/23 18:43,18-24 years old,48180,1,at home,,,,,,"pour over, espresso, french press, other",,,,,,,,,,,"aeropress, moka pot",no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,cortado,no answer,"sugar or sweetener, milk, dairy alternative, or coffee creamer, no - just black",,,,,,no answer,half and half,,,,,,,,,,honey,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,nutty,somewhat strong,dark,full caffeine,,,,,no answer,,,,no answer,,,,no answer,,,,no answer,coffee b,coffee a,coffee b,i primarily work in person,$40-$60,"it tastes good, other, i need the caffeine",,,,,, relaxation and calming after meals,yes,yes,$4-$6,$8-$10,no,"more than $1,000",yes,male,no answer,single,"$25,000 - $49,999",some college or associate's degree,white/caucasian,no answer,employed part-time,none,democrat
1971,ldmrq2,n7pb7l,10/21/23 18:43,35-44 years old,7801,2,at home,,,,,,"pour over, espresso",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,espresso,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,somewhat strong,nordic,full caffeine,,,,,"caramel, honey, sweet",,,,nutty,,,,dark and papery,,,,fruity and funky,coffee a,coffee a,coffee a,i primarily work from home,$40-$60,it tastes good,,,,,,no answer,yes,yes,$6-$8,more than $20,no,"more than $1,000",yes,male,no answer,married,"$75,000 - $99,999",bachelor's degree,white/caucasian,no answer,employed full-time,none,independent
1972,mad4vx,19r2ag,10/21/23 18:43,25-34 years old,94404,1,"at home, at a cafe",,,,,,espresso,,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,latte,no answer,"milk, dairy alternative, or coffee creamer",,,,,,no answer,"whole milk, skim milk",,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,chocolatey,somewhat strong,dark,full caffeine,,,,,"can get both bitter and acid out on front
citric feeling",,,,"smooth, more earthy and nutty
bitterness comes on slowly",,,,"award for most standard, clean dark roast characteristics",,,,"hard to gauge bitterness due to fermented note
generally dislike the flavor except after cognac ",coffee b,coffee a,coffee b,i primarily work in person,$20-$40,it tastes good,,,,,,no answer,yes,yes,$6-$8,$15-$20,yes,"more than $1,000",yes,male,no answer,single,"$150,000 or more",master's degree,white/caucasian,no answer,employed full-time,none,democrat
1973,42n69k,rdjjxq,10/21/23 18:43,25-34 years old,73118,1,"at home, at the office",,,,,,"pour over, french press, espresso, coffee brewing machine (e.g. mr. coffee), pod/capsule machine (e.g. keurig/nespresso), cold brew",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,espresso,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,full bodied,somewhat strong,medium,full caffeine,,,,,simple compared to d but complex when you come back,,,,no answer,,,,chocolate ,,,,super complex super balanced. high acidity and bitterness,coffee c,coffee d,coffee d,i do a mix of both,$20-$40,it tastes good,,,,,,no answer,yes,yes,$4-$6,more than $20,no,$500-$1000,yes,male,no answer,married,"$150,000 or more",bachelor's degree,white/caucasian,no answer,employed full-time,none,democrat
1974,pabxye,xjzpg9,10/21/23 18:44,25-34 years old,97202,3,at home,,,,,,"pour over, french press, espresso, other",,,,,,,,,,,aeropress,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,juicy,somewhat strong,light,full caffeine,,,,,"balanced, lil' funk, grape juice, bright",,,,"bold, nutty, chocolate, almost roasty",,,,"crisp, nut butter. i wonder if i switched b-c on accident.",,,,"stone fruit, the funk, juicy",coffee a,coffee d,coffee d,i primarily work from home,$60-$80,"it tastes good, i need the caffeine, i need the ritual, other",,,,,,it's a flavor hobby that isn't too expensive like fine dining and has no alcohol like wine and whiskey ,yes,yes,$10-$15,$15-$20,yes,"more than $1,000",yes,male,no answer,no answer,no answer,no answer,white/caucasian,no answer,employed full-time,no answer,no answer
1975,grbgy2,vzn1qy,10/21/23 18:44,25-34 years old,10010,3,"at the office, on the go, at home",,,,,,espresso,,,,,,,,,,,no answer,local cafe,,,,,,,no answer,americano,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,chocolatey,somewhat strong,medium,full caffeine,,,,,"basic, nothing special",,,,blandest ,,,,"decent, would have preferred more flavor intensity",,,,"blackberry, fruity, lemony",coffee c,coffee d,coffee d,i primarily work in person,$60-$80,"it tastes good, i need the caffeine, i need the ritual",,,,,,no answer,yes,yes,$8-$10,$8-$10,no,$500-$1000,yes,female,no answer,single,"$150,000 or more",bachelor's degree,white/caucasian,no answer,employed full-time,none,no answer
1976,epbrb4,19rjq4,10/21/23 18:44,35-44 years old,92688,2,"at home, at the office",,,,,,"cold brew, pour over",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,mocha,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,chocolatey,somewhat strong,dark,full caffeine,,,,,fruity,,,,"chocolate, caramel",,,,smokey,,,,"fruity, orange?",coffee b,coffee a,coffee b,i primarily work from home,$40-$60,"it tastes good, i need the caffeine",,,,,,no answer,yes,yes,$6-$8,$8-$10,no,$50-$100,yes,male,no answer,married,"$150,000 or more",master's degree,white/caucasian,no answer,employed full-time,none,no affiliation
1977,zdr7ya,6zpqjj,10/21/23 18:44,25-34 years old,8840,1,"at the office, at home",,,,,,pour over,,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,medium,medium,half caff,,,,,"medium-light, slightly acidic, fruit after taste",,,,"floral, tannin, tea-like. better with milk",,,,"dark, grainy texture ",,,,"fruity, more floral as it cools down. ",coffee a,coffee a,coffee a,i primarily work in person,$40-$60,it tastes good,,,,,,no answer,yes,yes,$8-$10,$8-$10,no,"more than $1,000",yes,male,no answer,single,"$150,000 or more",bachelor's degree,asian/pacific islander,no answer,employed full-time,none,democrat
1978,bl4jbo,z7drb0,10/21/23 18:44,25-34 years old,55128,1,"at home, at a cafe",,,,,,"pour over, instant coffee",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,other,miel,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,sweet,medium,medium,full caffeine,,,,,no answer,,,,no answer,,,,no answer,,,,"it was like someone chucked an apple straight into my mouth along with the coffee. incredible!

i did this tasting with my sister, who has said she greatly dislikes acidic/fruity coffees. turns out this one was her favorite too, ha! ",coffee a,coffee d,coffee d,i primarily work in person,$20-$40,"it tastes good, i need the ritual",,,,,,no answer,yes,yes,$8-$10,$8-$10,yes,$300-$500,yes,female,no answer,single,"under $25,000",some college or associate's degree,white/caucasian,no answer,employed part-time,none,democrat
1979,lnlg96,vzn1py,10/21/23 18:44,18-24 years old,89502,1,"at a cafe, at home",,,,,,pour over,,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,cappuccino,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,sweet,somewhat strong,light,full caffeine,,,,,roasted?,,,,"reminded me a lot of when my mother roasted tomatoes, peppers, chilis on a flat top, so the note would be roasted peppery, sort of dark",,,,"vegetal, roasted flavor",,,,"fruity, berry like",coffee c,coffee d,coffee d,i primarily work in person,$20-$40,"i need the ritual, it tastes good, it makes me go to the bathroom",,,,,,no answer,yes,no,$4-$6,$6-$8,yes,$100-$300,yes,male,no answer,single,"$50,000 - $74,999",high school graduate,hispanic/latino,no answer,employed part-time,none,no affiliation
1980,zdr7ga,vznmkl,10/21/23 18:45,35-44 years old,47906,1,at home,,,,,,"espresso, pour over, other",,,,,,,,,,,iced coffe,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,latte,no answer,"flavor syrup, milk, dairy alternative, or coffee creamer",,,,,,no answer,whole milk,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,caramalized,medium,medium,full caffeine,,,,,"dry, bitter",,,,"balanced, smooth",,,,"sweet, smooth, cherry",,,,"lemon, sour",coffee c,coffee a,coffee c,i do a mix of both,$40-$60,"i need the ritual, i need the caffeine, it tastes good",,,,,,no answer,yes,no,$8-$10,$4-$6,no,$500-$1000,yes,female,no answer,married,"$100,000 - $149,999",bachelor's degree,white/caucasian,no answer,student,more than 3,republican
1981,xdnwoy,bwz8az,10/21/23 18:45,35-44 years old,60613,2,at home,,,,,,"pour over, french press, cold brew",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,latte,no answer,"milk, dairy alternative, or coffee creamer",,,,,,no answer,"whole milk, oat milk, half and half, skim milk, almond milk, soy milk",,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,chocolatey,somewhat strong,dark,full caffeine,,,,,citrus fruit,,,,smoke??,,,,warm nuts,,,,apple? fruit? richer flavor with milk ,coffee c,coffee d,coffee c,i primarily work from home,$40-$60,"it tastes good, i need the caffeine, i need the ritual",,,,,,no answer,yes,no,$8-$10,$15-$20,no,$300-$500,yes,female,no answer,married,"$150,000 or more",master's degree,white/caucasian,no answer,employed full-time,none,democrat
1982,42n6ro,jookoo,10/21/23 18:45,25-34 years old,19146,2,at home,,,,,,"pour over, espresso, coffee brewing machine (e.g. mr. coffee)",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,juicy,somewhat strong,light,full caffeine,,,,,apple,,,,"nutty, chocolate",,,,"herbal tea, woody, nutty",,,,"blueberry, floral",coffee a,coffee a,coffee a,i primarily work from home,$40-$60,"it tastes good, i need the caffeine, i need the ritual",,,,,,no answer,yes,yes,$8-$10,$15-$20,no,$500-$1000,yes,male,no answer,married,"$150,000 or more",bachelor's degree,white/caucasian,no answer,employed full-time,none,democrat
1983,zkq9bz,4konxx,10/21/23 18:45,35-44 years old,21211,1,at home,,,,,,pour over,,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,floral,somewhat strong,light,full caffeine,,,,,"lemon, honey suckle",,,,"black tea, crust",,,,"pine, hay",,,,no answer,coffee a,coffee d,coffee d,i primarily work from home,$20-$40,"it tastes good, i need the ritual",,,,,,no answer,yes,no,$8-$10,$15-$20,yes,$300-$500,yes,male,no answer,married,"$150,000 or more",doctorate or professional degree,white/caucasian,no answer,employed full-time,none,democrat
1984,5dq7ge,knz7qd,10/21/23 18:45,25-34 years old,90046,2,"at the office, at home, on the go",,,,,,"pour over, french press, other",,,,,,,,,,,"aeropress, moka pot","specialty coffee shop, local cafe",,,,,,,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,juicy,somewhat strong,light,full caffeine,,,,,"caramel, toffee",,,,floral,,,,earthy,,,,"fermented, funky, fruity",coffee a,coffee d,coffee d,i primarily work in person,$40-$60,"it tastes good, i need the caffeine, i need the ritual",,,,,,no answer,yes,yes,$10-$15,$15-$20,no,$300-$500,yes,male,no answer,single,"$75,000 - $99,999",bachelor's degree,other (please specify),human,employed full-time,none,no affiliation
1985,g5nldn,2kovza,10/21/23 18:46,55-64 years old,23114,2,"at home, at the office",,,,,,coffee brewing machine (e.g. mr. coffee),,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,latte,no answer,"milk, dairy alternative, or coffee creamer",,,,,,no answer,whole milk,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,nutty,medium,medium,full caffeine,,,,,no answer,,,,no answer,,,,no answer,,,,no answer,coffee b,coffee a,coffee b,i primarily work in person,$40-$60,"it tastes good, other",,,,,,clears my throat ,yes,no,$4-$6,$4-$6,no,$100-$300,yes,female,no answer,married,no answer,bachelor's degree,white/caucasian,no answer,employed part-time,2,no answer
1986,42n6do,jlz9o4,10/21/23 18:46,25-34 years old,60661,2,at home,,,,,,pour over,,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,"milk, dairy alternative, or coffee creamer, sugar or sweetener",,,,,,no answer,skim milk,,,,,,,,,,"artificial sweeteners (e.g., splenda), honey",,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,somewhat strong,light,full caffeine,,,,,"sour, watery caramel, salty, lemon ",,,,"thin, watery, bright, choco, caramel",,,,"heavy, viscous, full, expensive classic taste, forest floor, mellow",,,,"exotic, funky, sour, pink, fruity",coffee c,coffee a,coffee d,i do a mix of both,$20-$40,"it tastes good, i need the ritual, it makes me go to the bathroom",,,,,,no answer,yes,yes,$15-$20,more than $20,no,$100-$300,yes,male,no answer,living with a partner,"$100,000 - $149,999",bachelor's degree,asian/pacific islander,no answer,student,none,democrat
1987,wapwxl,pzrbzv,10/21/23 18:46,55-64 years old,3055,3,at home,,,,,,cold brew,,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,iced coffee,no answer,"milk, dairy alternative, or coffee creamer",,,,,,no answer,"oat milk, coffee creamer, whole milk, skim milk, almond milk",,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,bold,medium,medium,full caffeine,,,,,no answer,,,,no answer,,,,no answer,,,,no answer,coffee a,coffee a,coffee a,i primarily work from home,$20-$40,"it tastes good, i need the caffeine, i need the ritual",,,,,,no answer,yes,no,$6-$8,$8-$10,no,$50-$100,yes,male,no answer,married,"$75,000 - $99,999",master's degree,white/caucasian,no answer,employed part-time,2,no affiliation
1988,albgab,o2zveo,10/21/23 18:46,25-34 years old,68434,2,"at the office, on the go, at home",,,,,,"pour over, espresso, french press, coffee brewing machine (e.g. mr. coffee)",,,,,,,,,,,no answer,"specialty coffee shop, other, local cafe",,,,,,,online through roasters,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,somewhat strong,light,full caffeine,,,,,nice sharp acidity. definitely going to order from this roaster soon. ,,,,tea-like body and taste. not a lot going for it. ,,,,a bit more tasty than others. nutty and classic in taste. ,,,,this was our favorite. reminds us of blackberries. ,coffee a,coffee d,coffee d,i primarily work in person,$40-$60,"it tastes good, i need the ritual",,,,,,no answer,yes,yes,$6-$8,$8-$10,no,no answer,no answer,male,no answer,living with a partner,"$50,000 - $74,999",some college or associate's degree,white/caucasian,no answer,employed full-time,none,democrat
1989,xdnqlo,g9znjp,10/21/23 18:46,35-44 years old,12009,3,"at home, at the office",,,,,,"pour over, french press, espresso, other",,,,,,,,,,,moka pot,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,espresso,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,medium,medium,full caffeine,,,,,"juicy and sweet, tea-like consistency,",,,,roasty-toasty flavors,,,,"well balanced but kind of... meh. earthy notes but, nothing that grabbed my interest.",,,,"berry fruits, blueberry and dark chocolate.",coffee a,coffee d,coffee d,i do a mix of both,$20-$40,"it tastes good, i need the ritual, other",,,,,,coffee for me is something so many people around the world partake in. i feel like part of that community when i make coffee for myself and others.,yes,yes,$8-$10,$6-$8,yes,$500-$1000,yes,male,no answer,married,"$100,000 - $149,999",master's degree,white/caucasian,no answer,employed full-time,none,democrat
1990,kmbe2z,rdjbp9,10/21/23 18:46,18-24 years old,91104,2,"at the office, at home, at a cafe",,,,,,"pour over, espresso",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,iced coffee,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,juicy,somewhat strong,light,full caffeine,,,,,"nice level of acidity, light fruitiness ",,,,strong roasted notes. chocolate ,,,,roasted notes but a little more balenced. less distinct tasting ntoes,,,,"super fruity, mild acidity. my personal favorite definitely the most interesting ",coffee a,coffee d,coffee d,i primarily work in person,$60-$80,"it tastes good, i need the caffeine",,,,,,no answer,yes,yes,$10-$15,$10-$15,yes,"more than $1,000",yes,male,no answer,living with a partner,"$150,000 or more",bachelor's degree,white/caucasian,no answer,employed full-time,none,democrat
1991,5dq7xv,o2z7n1,10/21/23 18:47,25-34 years old,29455,2,at home,,,,,,"french press, coffee brewing machine (e.g. mr. coffee)",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,bright,somewhat strong,light,full caffeine,,,,,citrusy/fruity acidic ,,,,"soft, thin, ""weak dark""",,,,"normy, nothing distinct, but not thin, medium body?",,,,"distinct, clearly acidic but not citrusy, more complex",coffee a,coffee d,coffee d,i primarily work from home,$40-$60,"it tastes good, other",,,,,,i like the ritual; something to look forward to,yes,no,$4-$6,$8-$10,yes,$20-$50,yes,male,no answer,married,"$100,000 - $149,999",doctorate or professional degree,white/caucasian,no answer,employed full-time,2,independent
1992,qabzzy,d7av15,10/21/23 18:47,35-44 years old,91401,1,at home,,,,,,"espresso, pour over",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,americano,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,full bodied,somewhat strong,light,full caffeine,,,,,citrus? lightly sweet,,,,"chocolate, biscuit?",,,,savory,,,,"chocolate, berry",coffee c,coffee d,coffee d,i primarily work from home,$40-$60,"it tastes good, i need the caffeine, i need the ritual, it makes me go to the bathroom",,,,,,no answer,yes,yes,$6-$8,$8-$10,no,$100-$300,yes,male,no answer,married,"$50,000 - $74,999",bachelor's degree,asian/pacific islander,no answer,employed full-time,none,democrat
1993,madx0p,z2ezdb,10/21/23 18:47,25-34 years old,11217,2,at home,,,,,,pour over,,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,bright,medium,light,full caffeine,,,,,no answer,,,,no answer,,,,no answer,,,,no answer,coffee c,coffee d,coffee d,i do a mix of both,$40-$60,"it tastes good, i need the caffeine",,,,,,no answer,yes,yes,$8-$10,$10-$15,no,$500-$1000,yes,male,no answer,living with a partner,"$150,000 or more",bachelor's degree,asian/pacific islander,no answer,employed full-time,none,no affiliation
