,Submission ID,Respondent ID,Submitted at,What is your age?,What is your ZIP code?,How many cups of coffee do you typically drink per day?,Where do you typically drink coffee?,Where do you typically drink coffee? (At home),Where do you typically drink coffee? (At the office),Where do you typically drink coffee? (On the go),Where do you typically drink coffee? (At a cafe),Where do you typically drink coffee? (None of these),How do you brew coffee at home?,How do you brew coffee at home? (Pour over),How do you brew coffee at home? (French press),How do you brew coffee at home? (Espresso),How do you brew coffee at home? (Coffee brewing machine (e.g. Mr. Coffee)),How do you brew coffee at home? (Pod/capsule machine (e.g. Keurig/Nespresso)),How do you brew coffee at home? (Instant coffee),How do you brew coffee at home? (Bean-to-cup machine),How do you brew coffee at home? (Cold brew),How do you brew coffee at home? (Coffee extract (e.g. Cometeer)),How do you brew coffee at home? (Other),How else do you brew coffee at home?,"On the go, where do you typically purchase coffee?","On the go, where do you typically purchase coffee? (National chain (e.g. Starbucks, Dunkin))","On the go, where do you typically purchase coffee? (Local cafe)","On the go, where do you typically purchase coffee? (Drive-thru)","On the go, where do you typically purchase coffee? (Specialty coffee shop)","On the go, where do you typically purchase coffee? (Deli or supermarket)","On the go, where do you typically purchase coffee? (Other)",Where else do you purchase coffee?,What is your favorite coffee drink?,Please specify what your favorite coffee drink is,Do you usually add anything to your coffee?,Do you usually add anything to your coffee? (No - just black),"Do you usually add anything to your coffee? (Milk, dairy alternative, or coffee creamer)",Do you usually add anything to your coffee? (Sugar or sweetener),Do you usually add anything to your coffee? (Flavor syrup),Do you usually add anything to your coffee? (Other),What else do you add to your coffee?,What kind of dairy do you add?,What kind of dairy do you add? (Whole milk),What kind of dairy do you add? (Skim milk),What kind of dairy do you add? (Half and half),What kind of dairy do you add? (Coffee creamer),What kind of dairy do you add? (Flavored coffee creamer),What kind of dairy do you add? (Oat milk),What kind of dairy do you add? (Almond milk),What kind of dairy do you add? (Soy milk),What kind of dairy do you add? (Other),What kind of sugar or sweetener do you add?,What kind of sugar or sweetener do you add? (Granulated Sugar),"What kind of sugar or sweetener do you add? (Artificial Sweeteners (e.g., Splenda))",What kind of sugar or sweetener do you add? (Honey),What kind of sugar or sweetener do you add? (Maple Syrup),What kind of sugar or sweetener do you add? (Stevia),What kind of sugar or sweetener do you add? (Agave Nectar),What kind of sugar or sweetener do you add? (Brown Sugar),What kind of sugar or sweetener do you add? (Raw Sugar (Turbinado)),What kind of flavorings do you add?,What kind of flavorings do you add? (Vanilla Syrup),What kind of flavorings do you add? (Caramel Syrup),What kind of flavorings do you add? (Hazelnut Syrup),What kind of flavorings do you add? (Cinnamon (Ground or Stick)),What kind of flavorings do you add? (Peppermint Syrup),What kind of flavorings do you add? (Other),What other flavoring do you use?,"Before today's tasting, which of the following best described what kind of coffee you like?",How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,"Lastly, how would you rate your own coffee expertise?",Coffee A - Bitterness,Coffee A - Acidity,Coffee A - Personal Preference,Coffee A - Notes,Coffee B - Bitterness,Coffee B - Acidity,Coffee B - Personal Preference,Coffee B - Notes,Coffee C - Bitterness,Coffee C - Acidity,Coffee C - Personal Preference,Coffee C - Notes,Coffee D - Bitterness,Coffee D - Acidity,Coffee D - Personal Preference,Coffee D - Notes,"Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?","Lastly, what was your favorite overall coffee?",Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Why do you drink coffee?,Why do you drink coffee? (It tastes good),Why do you drink coffee? (I need the caffeine),Why do you drink coffee? (I need the ritual),Why do you drink coffee? (It makes me go to the bathroom),Why do you drink coffee? (Other),Other reason for drinking coffee,Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,Gender,Gender (please specify),Marital Status,Household Income,Education Level,Ethnicity/Race,Ethnicity/Race (please specify),Employment Status,Number of Children,Political Affiliation
2963,bglvaq,w8z8ya,10/22/23 16:10,25-34 years old,75074,2,"at the office, on the go, at a cafe, at home",,,,,,"pour over, espresso, cold brew",,,,,,,,,,,no answer,"national chain (e.g. starbucks, dunkin), local cafe, specialty coffee shop",,,,,,,no answer,cold brew,no answer,"no - just black, milk, dairy alternative, or coffee creamer",,,,,,no answer,skim milk,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,bright,medium,light,full caffeine,,,,,no answer,,,,no answer,,,,no answer,,,,no answer,coffee b,coffee d,coffee c,i primarily work from home,$40-$60,"it tastes good, i need the caffeine",,,,,,no answer,yes,yes,$6-$8,more than $20,yes,"more than $1,000",yes,male,no answer,married,"$100,000 - $149,999",bachelor's degree,white/caucasian,no answer,employed full-time,none,democrat
2964,ebnbyq,2krk1a,10/22/23 16:10,25-34 years old,77095,2,at home,,,,,,"pour over, espresso",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,"no - just black, milk, dairy alternative, or coffee creamer",,,,,,no answer,oat milk,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,somewhat strong,medium,full caffeine,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer
2965,yzo2x5,jobokd,10/22/23 16:11,25-34 years old,60657,2,at home,,,,,,other,,,,,,,,,,,aeropress,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,latte,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,somewhat strong,light,full caffeine,,,,,no answer,,,,no answer,,,,no answer,,,,no answer,coffee b,coffee d,coffee d,i do a mix of both,$60-$80,it tastes good,,,,,,no answer,yes,yes,$6-$8,$6-$8,yes,$100-$300,yes,male,no answer,married,"$150,000 or more",master's degree,other (please specify),indian,employed full-time,none,democrat
2966,zdgxvo,4kgkvo,10/22/23 16:11,35-44 years old,17601,1,at the office,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,other,aeropress,"milk, dairy alternative, or coffee creamer, no - just black",,,,,,no answer,whole milk,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,medium,light,full caffeine,,,,,no answer,,,,no answer,,,,loved this the more it cooled,,,,grape,coffee c,coffee d,coffee d,i primarily work in person,$40-$60,"it tastes good, i need the caffeine",,,,,,no answer,yes,yes,$15-$20,$15-$20,no,$300-$500,yes,male,no answer,married,"$100,000 - $149,999",bachelor's degree,white/caucasian,no answer,employed full-time,none,no affiliation
2967,abjwkb,qrnrw7,10/22/23 16:11,25-34 years old,80907,1,"at home, at a cafe",,,,,,pour over,,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,floral,somewhat strong,light,full caffeine,,,,,no answer,,,,the bitterness subsiding as it cooled really caught me off guard. i didn't record it because i thought it was just palate fatigue. ,,,,no answer,,,,no answer,coffee a,coffee a,coffee a,i do a mix of both,$60-$80,it tastes good,,,,,,no answer,yes,yes,$8-$10,$8-$10,no,"more than $1,000",yes,male,no answer,married,"$50,000 - $74,999",some college or associate's degree,white/caucasian,no answer,employed full-time,2,independent
2968,24b2lj,d7w7j5,10/22/23 16:11,25-34 years old,60640,1,"on the go, at a cafe, at home",,,,,,"pour over, cold brew, other",,,,,,,,,,,moka,"local cafe, national chain (e.g. starbucks, dunkin)",,,,,,,no answer,cold brew,no answer,"no - just black, sugar or sweetener",,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,honey,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,bold,somewhat strong,medium,full caffeine,,,,,"wheaty, burnt, not sweet, musty smell",,,,"no distinctive flavor, vegetation, tastes like hotel coffee",,,,"smells like toast in a good way, sweet in a burnt caramel way,  a little orange",,,,"grape, homemade jam",coffee c,coffee d,coffee c,i primarily work in person,$20-$40,"it tastes good, i need the caffeine, i need the ritual",,,,,,no answer,yes,no,$8-$10,$8-$10,yes,$20-$50,yes,female,no answer,single,no answer,bachelor's degree,white/caucasian,no answer,employed part-time,none,democrat
2969,zk0vo8,vzxzdl,10/22/23 16:12,25-34 years old,no answer,no answer,at the office,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,"milk, dairy alternative, or coffee creamer",,,,,,no answer,oat milk,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer
2970,8dj9ro,4kgknb,10/22/23 16:12,25-34 years old,13084,2,"at home, on the go",,,,,,"pour over, french press, coffee brewing machine (e.g. mr. coffee), cold brew",,,,,,,,,,,no answer,specialty coffee shop,,,,,,,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,somewhat strong,light,full caffeine,,,,,no answer,,,,no answer,,,,no answer,,,,no answer,coffee a,coffee d,coffee d,i primarily work in person,$40-$60,"it tastes good, i need the ritual",,,,,,no answer,yes,yes,$6-$8,more than $20,yes,"more than $1,000",yes,male,no answer,married,"$100,000 - $149,999",bachelor's degree,white/caucasian,no answer,employed full-time,2,democrat
2971,wae4bp,19b9pl,10/22/23 16:12,25-34 years old,92807,no answer,"at the office, at home",,,,,,"espresso, pour over",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,floral,medium,medium,full caffeine,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer
2972,mar0py,7npn19,10/22/23 16:12,35-44 years old,1740,2,"at the office, at home",,,,,,pour over,,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,regular drip coffee,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,juicy,somewhat strong,light,full caffeine,,,,,no answer,,,,no answer,,,,no answer,,,,no answer,coffee a,coffee a,coffee a,i primarily work from home,$20-$40,"it tastes good, i need the ritual, i need the caffeine",,,,,,no answer,yes,yes,$8-$10,$8-$10,no,$100-$300,yes,male,no answer,married,"$150,000 or more",master's degree,white/caucasian,no answer,employed full-time,1,independent
2973,ln0pzw,2krkbp,10/22/23 16:12,25-34 years old,53528,2,"at home, at the office",,,,,,pour over,,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,medium,light,full caffeine,,,,,wine or grapes acid,,,,"dark chocolate, balanced",,,,"sweet, almost caramel",,,,"blueberry and milk chocolate, tasty!",coffee c,coffee d,coffee d,i primarily work in person,$20-$40,"it tastes good, i need the caffeine, i need the ritual, it makes me go to the bathroom",,,,,,no answer,yes,yes,$4-$6,$2-$4,yes,$100-$300,yes,male,no answer,married,"$150,000 or more",master's degree,white/caucasian,no answer,employed full-time,1,no affiliation
2974,na4zdq,megery,10/22/23 16:13,25-34 years old,94403,2,at home,,,,,,"pour over, espresso, cold brew",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,cold brew,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,full bodied,medium,medium,full caffeine,,,,,no answer,,,,no answer,,,,no answer,,,,no answer,coffee b,coffee d,coffee b,i primarily work from home,$20-$40,"it tastes good, i need the caffeine, i need the ritual",,,,,,no answer,yes,yes,$4-$6,$4-$6,yes,$500-$1000,yes,male,no answer,living with a partner,"$150,000 or more",master's degree,black/african american,no answer,employed full-time,none,no answer
2975,gromyz,rdrdyj,10/22/23 16:13,45-54 years old,33463,1,at home,,,,,,french press,,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,mocha,no answer,"milk, dairy alternative, or coffee creamer, sugar or sweetener",,,,,,no answer,coffee creamer,,,,,,,,,,granulated sugar,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,chocolatey,very strong,dark,full caffeine,,,,,fruity (my first thought was strawberry lol),,,,no answer,,,,no answer,,,,smokey?,coffee a,coffee a,coffee a,i primarily work from home,$20-$40,it tastes good,,,,,,no answer,yes,no,$8-$10,$6-$8,yes,$50-$100,no,female,no answer,divorced,"$50,000 - $74,999",bachelor's degree,black/african american,no answer,employed full-time,none,democrat
2976,jb0kjx,exaxjn,10/22/23 16:13,18-24 years old,45227,1,"at home, at the office",,,,,,"pour over, espresso, other",,,,,,,,,,,aeropress,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,cortado,no answer,"no - just black, milk, dairy alternative, or coffee creamer",,,,,,no answer,oat milk,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,somewhat strong,light,full caffeine,,,,,"red berry, plum skin",,,,"most full-bodied in texture out of the 4. notes of tangerine, slightly nutty",,,,"notes of citrus, lemon/orange peel, slightly nutty",,,,"strawberry candy, hints of raspberry. tart but balanced out by sweetness. slightly vegetal/grassy ",coffee c,coffee d,coffee d,i do a mix of both,$40-$60,it tastes good,,,,,,no answer,yes,yes,$15-$20,more than $20,yes,"more than $1,000",yes,male,no answer,single,"$50,000 - $74,999",bachelor's degree,asian/pacific islander,no answer,employed full-time,none,independent
2977,epbpmn,knrn06,10/22/23 16:13,45-54 years old,60435,2,at home,,,,,,french press,,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,somewhat strong,medium,full caffeine,,,,,no answer,,,,no answer,,,,tasted like gas station coffee.,,,,no answer,coffee a,coffee a,coffee a,i primarily work from home,$20-$40,it tastes good,,,,,,no answer,yes,yes,$4-$6,$4-$6,no,"more than $1,000",yes,male,no answer,married,"$150,000 or more",bachelor's degree,white/caucasian,no answer,employed full-time,2,democrat
2978,24b2vp,z7b728,10/22/23 16:13,25-34 years old,10003,2,"at a cafe, at home, on the go",,,,,,"pour over, espresso, pod/capsule machine (e.g. keurig/nespresso), coffee extract (e.g. cometeer), cold brew",,,,,,,,,,,no answer,specialty coffee shop,,,,,,,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,juicy,somewhat strong,light,full caffeine,,,,,no answer,,,,no answer,,,,no answer,,,,no answer,coffee a,coffee d,coffee d,i primarily work from home,>$100,"it tastes good, i need the ritual",,,,,,no answer,yes,yes,$10-$15,$6-$8,no,"more than $1,000",yes,male,no answer,married,"$150,000 or more",bachelor's degree,white/caucasian,no answer,employed full-time,none,no affiliation
2979,1rbjeg,megeba,10/22/23 16:13,45-54 years old,11209,2,"at home, at a cafe",,,,,,"pour over, coffee brewing machine (e.g. mr. coffee), cold brew",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,juicy,medium,light,full caffeine,,,,,"green, almost vegetal, butterscotch. went through an awkward phase as it cooled.",,,,"very balanced. at first, too balanced if that makes sense, nothing to hook me in. peanut and caramel, snickers bar.",,,,what if starbucks were good coffee? roasty notes dominated. ,,,,so acidic as to taste tart. green apple. some fermented funk. complex. yum!,coffee a,coffee d,coffee d,i primarily work in person,$40-$60,"it tastes good, i need the ritual",,,,,,no answer,yes,yes,$8-$10,$10-$15,no,$100-$300,yes,male,no answer,married,"$100,000 - $149,999",doctorate or professional degree,white/caucasian,no answer,student,none,democrat
2980,g5qb6j,o2x2pn,10/22/23 16:15,35-44 years old,70119,no answer,at home,,,,,,pour over,,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer
2981,6d1q4e,xj6j4j,10/22/23 16:15,25-34 years old,12180,1,at home,,,,,,other,,,,,,,,,,,clever,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,latte,no answer,"no - just black, milk, dairy alternative, or coffee creamer, sugar or sweetener, flavor syrup",,,,,,no answer,soy milk,,,,,,,,,,"granulated sugar, maple syrup, brown sugar, raw sugar (turbinado)",,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,somewhat strong,light,full caffeine,,,,,"hazelnut, brown sugar",,,,"sharp, grains, plain",,,,fallen leaves,,,,dried blueberries,coffee a,coffee d,coffee d,i primarily work from home,$20-$40,no answer,,,,,,no answer,yes,yes,$8-$10,more than $20,yes,"more than $1,000",yes,non-binary,no answer,single,"$25,000 - $49,999",master's degree,white/caucasian,no answer,student,none,democrat
2982,9d6eg4,4kgkvo,10/22/23 16:15,25-34 years old,17601,2,at home,,,,,,coffee brewing machine (e.g. mr. coffee),,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,regular drip coffee,no answer,"milk, dairy alternative, or coffee creamer",,,,,,no answer,half and half,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,full bodied,very strong,dark,full caffeine,,,,,no answer,,,,no answer,,,,no answer,,,,no answer,coffee b,coffee a,coffee c,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer
2983,jb0kq9,d7w7j5,10/22/23 16:15,55-64 years old,60142,1,at home,,,,,,"coffee extract (e.g. cometeer), instant coffee",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,cappuccino,no answer,"milk, dairy alternative, or coffee creamer",,,,,,no answer,whole milk,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,full bodied,medium,medium,full caffeine,,,,,"burnt brownies, unpleasant aroma",,,,"fruity faint aroma, some acid",,,,"smoky (nice bonfire) aroma and flavor, citrus, smores",,,,"black currant, wine flavor",coffee c,coffee d,coffee c,i primarily work from home,<$20,"i need the caffeine, i need the ritual",,,,,,no answer,yes,no,no answer,no answer,yes,less than $20,yes,female,no answer,married,no answer,bachelor's degree,white/caucasian,no answer,homemaker,2,no answer
2984,dvxl6e,jlelp1,10/22/23 16:16,55-64 years old,32958,2,"at the office, at home",,,,,,espresso,,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,espresso,no answer,sugar or sweetener,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,bold,somewhat strong,dark,no answer,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer
2985,dyz7yv,rdrdlq,10/22/23 16:16,no answer,no answer,no answer,"at home, at the office, at a cafe",,,,,,"pour over, other",,,,,,,,,,,aeropress,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,americano,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer
2986,zk0vo1,eaoa0e,10/22/23 16:16,35-44 years old,60622,3,"at home, at a cafe, at the office",,,,,,"pour over, espresso",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,somewhat strong,light,full caffeine,,,,,"bright, clean, subtle fruit",,,,"marshmallow, chocolate",,,,"earthy, chalky",,,,"funky fruit, blueberry",coffee a,coffee a,coffee a,i primarily work in person,$40-$60,"it tastes good, i need the caffeine, i need the ritual",,,,,,no answer,yes,yes,$8-$10,$8-$10,no,"more than $1,000",yes,male,no answer,married,"$150,000 or more",doctorate or professional degree,white/caucasian,no answer,employed full-time,none,democrat
2987,g5qbpn,z2q21a,10/22/23 16:16,25-34 years old,85027,3,"at home, at a cafe",,,,,,"pour over, espresso, french press, coffee brewing machine (e.g. mr. coffee), coffee extract (e.g. cometeer), cold brew",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,espresso,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,bright,somewhat strong,light,full caffeine,,,,,no answer,,,,no answer,,,,no answer,,,,no answer,coffee a,coffee d,coffee d,i primarily work in person,$40-$60,"it tastes good, i need the ritual, it makes me go to the bathroom",,,,,,no answer,yes,yes,$8-$10,$10-$15,yes,"more than $1,000",yes,male,no answer,married,"$100,000 - $149,999",master's degree,white/caucasian,no answer,employed full-time,none,independent
